RegionName,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20
Riverside County,135418,134911,134426,133971,133788,133734,133907,133903,133959,134002,134353,134609,134913,135205,135653,136217,136751,137326,137768,138347,139018,139570,140129,140705,141565,142289,143140,144010,144626,145062,145285,145979,146574,147935,149242,150749,151744,152685,153269,153979,154674,155708,157330,159032,160980,162151,163484,164568,165925,167392,169158,170745,172442,174229,176112,177748,179234,180992,182657,184646,186567,188525,190102,191912,193776,195580,197115,198692,200543,202292,204213,206053,207915,209846,212194,214661,217388,220371,223180,226492,229537,233399,236479,239706,242855,246756,250234,253542,256615,260414,264783,269485,273616,278312,283120,289141,295154,301561,309595,318511,328174,335721,342796,348253,355963,361370,369397,375408,383848,390327,396075,400911,405636,410769,416104,421140,424365,428405,430642,434566,436799,439990,442554,443916,445303,447014,447265,447036,446380,445393,443969,441011,437020,432194,426219,422703,417328,410887,402225,393393,385207,376800,366100,353901,341506,330339,318800,305878,294494,284098,276686,269292,260824,251955,246363,242658,239212,234166,232002,230377,228905,226798,225836,225294,226379,228128,229170,229348,229845,231421,231671,231312,229295,229096,227383,228163,227751,227387,225669,224634,223834,223517,221693,220663,220406,219708,219427,217859,217445,216663,216776,216809,216964,216908,218416,220718,225125,229669,232765,234608,236175,239639,243261,247992,253120,258716,264199,269356,272500,274799,278388,283660,289067,292737,296276,298340,299401,300378,301504,301848,301795,302297,303736,304897,305454,306489,307398,308371,309798,310754,311961,312741,314552,316649,318271,319267,320946,322515,324319,325805,327206,328706,329674,331848,333784,334990,336168,337975,339834,341144,341596,343518,345698,348354,351039,352816,355024,357704,360478,362185,363324,365028,368246,370734,373267,375634,377819,379588,380407,381533,381140,382485,382389,384741,385025,386288,386525,386656,387032,387921,389304,390310,392379,393447,395820,396134
San Bernardino County,112822,112327,111885,111525,111345,111256,111302,111398,111525,111649,111867,112116,112470,112802,113135,113494,113756,114016,114221,114713,115273,115724,116019,116274,116697,117080,117554,118011,118429,118774,119326,119425,119690,120316,121337,122284,122746,123428,124191,125036,125931,127095,127698,128486,128888,129345,129926,130726,132071,133049,133891,134616,135369,136043,137012,138105,139398,140692,141891,143160,144265,145428,146606,147916,149198,150432,151653,152945,154492,156130,157783,159081,160334,161774,163689,165793,168069,170592,173260,175898,178176,180593,182796,185394,188222,191715,194914,197909,200496,203372,206873,211075,215353,219287,223901,229489,234660,240273,245881,252662,260326,267243,274018,279917,287351,294590,301098,305865,312376,317137,322691,327230,332883,339481,344995,350666,355088,359464,363745,369016,373266,377954,381119,384752,386471,387336,387893,387658,385980,384369,384028,384185,384235,382788,380617,376115,371120,366310,360630,354446,348191,341960,332910,320577,307114,295500,284554,273331,262426,253097,245083,236659,228018,219677,213936,209386,205389,200562,196911,195068,194246,191424,189204,188677,189467,190232,189460,190141,191096,192507,193312,193617,193677,193954,193634,191945,190852,190132,190739,189616,187732,186030,184793,183780,182074,181125,180398,181163,180685,180181,178700,178685,179974,181230,182121,182789,184456,186574,188478,190259,193014,196205,199574,202902,206529,211046,215993,221497,226300,231580,237037,242077,246276,250255,254744,258517,260669,262582,263934,265351,266922,267339,268443,268592,269508,269628,270690,271848,273824,274755,276316,277729,279029,280919,282186,284782,286532,288660,289602,291130,292440,294693,296088,298264,299963,301858,303124,303964,305556,307671,310327,312135,314590,315850,318677,319499,322012,323096,325814,328874,332152,334968,337181,339282,340774,342688,343969,346028,347073,349088,349945,349968,349585,349816,350737,351797,352690,353639,354374,355309,356210,356994,357967,359440,360963,362105
Clark County,149756,149906,149916,150086,150483,150953,151376,151549,151910,152258,152821,153095,153650,154035,154428,154594,154528,154626,154769,155233,155596,156232,156807,157438,157684,157847,158350,158728,159110,159144,159450,159837,160060,159900,159709,159752,160052,160544,161173,162403,163465,164472,165054,165739,166403,167135,167721,168371,169148,169916,170545,170833,171269,171913,172685,173506,174276,175179,176292,177318,178220,179086,180072,181145,182249,183352,184409,185230,186183,187066,187922,188703,189656,190490,191165,191710,192453,193237,194498,195868,197394,198860,200322,201353,202263,203308,204579,206053,207934,210809,214290,218470,222357,226785,230560,236123,240840,248022,255614,264569,271806,277602,281908,285910,290706,295043,301550,305996,312709,315007,317508,317986,320575,322788,325137,327200,328499,330274,330426,332059,332892,334772,335238,335654,334776,334517,333600,333077,332407,331764,331288,329913,326657,323063,319923,316781,313639,309763,305802,299143,291525,282385,272925,263669,256491,250738,244044,237315,230102,222636,214887,208386,203381,198213,193526,188580,183453,177494,171764,166357,162002,158781,156688,154710,152550,151811,151154,150636,149544,148359,148237,147787,147509,146322,145191,144467,143515,141542,139390,137479,136160,135380,133569,132399,130467,129798,129008,128306,127819,127759,127776,127596,127811,128172,129455,130431,132414,134126,135978,138010,140408,143306,146500,150624,154362,158542,162736,167567,171818,175957,179386,182499,184347,186228,188004,189488,190456,190624,190665,191124,191488,191196,192097,193151,195698,196935,198205,198850,199923,201569,202653,202787,203453,204885,206154,206694,207865,209675,211553,212405,213784,214829,216302,217693,218999,220197,220324,221186,220219,220668,221106,224506,227119,229878,232710,236292,239250,242708,246930,251588,255978,258875,262157,264018,266375,268683,272095,275672,279613,282416,284072,284400,285712,286914,288041,288090,288729,289331,288921,288034,287239,287050,287538,288549,289299,290420
King County,184576,184579,185155,185771,186547,186970,187655,188394,189253,190239,191336,192669,194222,196079,197130,198303,199129,200395,201426,202746,204384,206415,208322,210196,211670,213159,214540,216398,218711,221671,224224,226377,228187,229269,230388,231304,232959,234294,237009,238436,240242,241445,244061,246765,248777,250558,252467,254519,256658,259085,260696,263032,264348,265905,266561,267602,269034,271123,273011,274686,275660,276292,277138,278041,279358,280351,281520,282442,284001,284545,285476,286117,287551,288583,289295,289927,290759,291707,292765,294134,294682,295925,296672,298422,299323,300829,301863,303021,304301,306007,307966,309413,311427,313805,316831,318745,321030,323540,327015,329934,332279,334968,337578,340845,344402,348689,351787,355909,359885,364554,369412,375320,382252,388318,394034,400083,406297,411103,417224,422177,427952,432906,438005,442829,446208,449819,454348,457934,460049,460892,462160,465351,469893,473382,474843,474352,475975,476580,475009,471223,469788,469364,467652,463306,457521,451677,446725,442298,435913,429643,424075,420259,412964,408268,403243,400921,394135,388524,383300,380694,379050,377790,377603,377447,378972,376559,374308,370376,370915,371902,371389,368840,364719,361735,357465,353445,349779,347736,346959,344803,342162,336378,332820,329240,327890,325595,323802,322257,320385,319215,316414,316538,316970,321281,324797,328741,331939,335250,339137,343265,347613,350858,356220,361137,366933,370783,373687,377769,381485,386115,389444,391887,394523,398295,401370,403078,403533,404310,407802,409308,410823,411735,414592,418110,421532,425920,428715,432223,434924,439310,441891,445857,451870,457720,462880,467596,472005,474682,479594,485502,492603,497489,502964,508536,512557,516848,520700,526954,534042,541362,546688,550286,556177,564632,574330,583770,591308,597718,605370,610333,616621,622866,633644,643701,650577,653227,653421,651121,649774,650872,651736,650344,645711,641209,635977,631822,628046,626602,626338,628113,630596,631937,633217,637252,643344,650047
Wayne County,67871,68297,68712,69049,69286,69491,69630,69846,70076,70450,70791,71154,71438,71817,72120,72529,73061,73696,74419,75098,75789,76326,76799,77188,77648,78114,78758,79459,80222,80878,81623,82279,82903,83429,84173,84976,85817,86543,87332,88079,88823,89668,90323,90943,91572,92372,93220,94168,95170,96154,97042,97877,98707,99428,100374,101505,102546,103430,104059,104672,105266,106036,106757,107547,108267,109114,109670,110089,110492,111043,111592,112080,112437,112614,112858,113113,113494,113740,114145,114504,114930,115218,115704,116106,116711,117353,117980,118420,118792,119177,119647,120095,120550,120941,121165,121484,121692,121932,122150,122470,122791,123123,123372,123625,123838,124177,124553,124868,125133,125452,125789,126118,126400,126741,127090,127304,127426,127437,127564,127711,127799,127840,127778,127768,127617,127326,126847,126283,125556,124687,123831,123332,123223,122968,122373,121218,120177,118801,117219,115628,114450,113628,112357,110025,106630,102882,99204,95235,91098,87584,85279,83198,80914,77993,75185,72605,70657,68853,67118,66520,66072,65414,63506,61762,60140,58986,57827,57017,56386,55966,55831,55075,54211,53189,52639,51932,51193,50405,49913,49267,48441,47515,46601,45752,45383,45298,45389,45502,45609,45895,45907,46129,46293,46707,47112,47671,47919,48064,48205,48538,49020,49421,50092,50818,51865,52899,53892,54980,56149,57511,58730,59844,60941,62011,62816,63402,63784,64321,65006,65636,66183,66569,67141,67576,67878,68318,69054,70068,70590,70790,70734,70910,71266,71575,71831,72285,73000,73492,73978,74201,75173,76029,77060,77842,78401,79148,79947,80861,81643,82393,83071,83454,83856,84555,85703,86607,87685,88502,89362,89948,90563,91556,92710,94464,95809,96910,97380,98035,98732,99643,100561,101351,102201,102608,103094,103173,103450,103793,104357,104964,105477,105898,106261,106826,107341,108008
Tarrant County,103669,104004,104278,104495,104686,104889,105143,105434,105599,105565,105527,105639,105737,105793,105893,106012,106247,106470,106834,107065,107606,108071,108525,108659,108740,108896,109119,109450,109834,110140,110009,109842,109631,110120,110769,111684,112492,113185,113836,114446,114528,114800,115298,116269,116760,116965,117117,117427,117682,117877,117868,117801,117982,118258,118628,118847,119127,119158,119070,118608,118210,117933,118104,118354,118735,118883,118929,118868,119034,119309,119676,120118,120637,121236,121835,122457,122865,123129,123449,123919,124487,124871,124950,124779,124665,124716,124911,125201,125524,125959,126498,127088,127451,127927,128733,130478,132107,133277,133830,134116,134600,135241,135849,136075,136415,137045,137750,137860,137857,137913,137995,138123,138418,138657,138479,138505,138503,139035,139482,139986,140249,140637,141165,141727,141929,141970,142349,142754,143206,143312,143232,143191,143181,143325,143375,143406,143563,144192,144824,144924,144854,143702,142701,141215,140397,139381,138874,138522,138204,137357,136329,135813,135276,135322,135425,135912,136164,136436,136486,136541,136422,136328,136468,136595,136918,136989,137235,137113,137195,137059,137044,136462,135771,135112,134336,133711,133019,132819,131845,131481,130587,130113,129085,128604,128595,128889,129171,129098,129025,128805,129192,129141,129528,129878,130716,131434,131838,132027,132217,132564,132931,133435,134005,134926,135775,136529,137169,137945,138797,139960,141053,142131,143027,143761,144449,145087,145743,146484,147224,147923,148651,149103,149917,150912,152161,153404,154598,155850,156914,157978,159259,160546,161925,163113,164300,165457,166687,168115,169469,170990,172642,174427,175815,177239,178661,180444,181860,183239,184898,186543,188450,189687,191210,192606,194354,196069,197834,199589,201589,203366,204573,205612,206932,208745,210385,211585,213061,214353,215016,215388,215716,216775,218043,219387,220284,220964,221542,222445,222948,223513,224445,225426,226296,226616,226898,227102
Santa Clara County,257691,257759,258034,258297,259003,259795,261160,262954,265127,267823,270649,273631,276440,279043,281798,284692,287801,290997,293874,296950,300146,302433,304916,307260,310610,314113,317449,321225,324428,328498,332071,334381,335752,338226,341827,345312,346964,348973,351656,355310,358476,360664,363886,368666,375091,381374,386908,392847,401464,410249,421013,430115,441636,453063,464922,477290,488535,499334,507450,514960,519809,523195,522467,521266,519332,517762,514326,508048,502369,497216,496340,497118,499348,503006,506750,511456,513545,514752,516702,519940,521360,522304,522979,522949,521788,518386,517127,516249,517799,521261,524382,527956,532632,539146,544455,548858,555157,563152,572321,579542,587689,594237,603578,614194,625292,635210,644859,659002,669789,680617,686935,696852,705307,712666,717329,719606,722858,726536,730059,727007,725694,725167,729137,730332,728308,730321,731827,733986,734251,732629,733383,736217,737666,737251,733890,733236,734735,734764,731671,725242,714144,701349,685455,672975,665747,660433,652930,643257,635238,624511,615352,608514,612215,618841,627795,624668,620959,615982,619307,622178,620588,621410,625478,634527,637228,638605,638070,648207,651326,655223,647152,641793,639624,643580,645161,637878,629924,624371,618649,612297,607253,601589,603658,603936,607833,602586,596868,598347,598668,599210,601696,607160,618188,628561,638386,649291,657690,669031,681635,694950,709343,722994,732608,742911,752571,767821,781860,791363,796950,800788,808595,809111,817459,826434,841958,846108,847078,845876,848451,857881,866490,879098,885943,898268,902567,905028,906050,916761,923778,930643,928300,929134,933202,940459,946455,950589,955322,961579,963966,965918,973106,974620,980666,978822,984401,982446,986901,989682,996448,1001682,1009672,1012929,1018157,1024266,1036445,1048846,1066955,1090945,1117101,1142458,1168190,1194496,1220038,1243801,1257595,1276006,1291234,1309655,1307228,1294916,1280142,1268500,1253148,1231189,1208856,1191438,1182118,1170933,1158994,1147536,1146761,1152564,1159085,1166457,1177563,1195951
Broward County,100762,100992,101272,101524,101736,101871,102019,102190,102365,102199,102046,101913,102146,102352,102524,102645,102818,102962,103104,103286,103544,104242,104833,105322,105336,105408,105170,105078,105109,105562,106050,106259,106288,106326,106560,106898,107177,107492,108388,109300,109886,109983,109945,110313,110786,111352,111905,112429,113223,113877,114418,114785,115404,116177,117084,118082,119289,120486,121897,123749,125674,127800,129848,132186,134581,136998,139584,141826,143820,145583,147087,148107,149094,150083,151190,152198,153379,154705,156151,157678,159478,161220,163080,165202,167269,169214,170921,172886,174631,176548,178396,180765,182892,185356,187687,189762,191933,194625,198000,201106,204532,208120,211639,214758,218148,222169,226812,232271,237362,242462,246751,252174,257633,262794,268013,272689,277730,281136,284191,286859,291330,295385,299909,302803,305234,306736,307365,308633,308785,309071,307863,306638,302990,299768,294806,290678,285703,281492,277728,272624,267116,261049,255889,249591,243918,237771,233148,226708,220540,214015,207301,201356,195872,191519,186815,182640,179093,175395,171861,169267,167526,166040,165346,164922,164564,163976,163886,163809,163184,162642,161775,161240,159950,158701,157093,155518,154057,152708,151540,150634,149654,148751,148177,147786,147670,147630,147584,147836,147798,147700,147624,147847,148738,149739,150849,151607,152878,154182,155941,157218,159277,161531,163958,166083,168566,171244,173881,176462,179275,182029,184431,187284,189903,192567,194290,196626,197761,199401,199998,201746,202410,203699,204360,204725,205186,206149,208304,209262,210517,210708,212215,212866,214153,215014,216534,218000,219272,220259,221119,222381,223476,225584,227531,229424,230824,232182,233831,235819,237584,239075,239983,240817,242895,244121,245365,246450,248281,250074,251638,252902,254416,255309,256713,258901,260408,262473,263730,265759,267197,268091,268521,269586,271099,272557,273036,273041,273376,273489,274211,274469,274900,275781,277031,277832,278193,278971
Bexar County,97133,97053,97014,96995,97083,97198,97298,97424,97532,97417,97296,97215,97338,97425,97461,97446,97480,97516,97622,97674,97753,98268,98791,99292,99295,99460,99663,99969,100071,100148,100200,100314,100473,100476,100623,100843,101362,102050,102687,103259,103577,103917,104242,104615,104980,105243,105419,105487,105539,104880,104204,103509,103478,103459,103433,103352,103251,103142,102952,102711,102402,102400,102447,102563,102466,102321,102227,102098,102058,102039,102153,102423,102763,103167,103496,103825,104167,104510,104927,105494,105963,106127,105915,105787,105780,106071,106398,106829,107284,107614,107915,107963,108310,109256,110758,112015,113175,113914,114842,115567,116164,117031,117607,118518,119009,119457,119750,120198,120652,121043,121177,121248,121441,121633,122158,122445,122843,123200,123808,124500,125068,125602,126284,127153,128089,129026,129894,130854,131865,132814,133306,133541,133778,134560,135483,136461,137345,138010,138544,138781,139062,138878,138756,138538,138619,138412,138078,137588,136937,136241,135591,135158,134664,134245,133779,133442,133043,132599,132147,131648,131027,130636,130515,130762,130893,131052,131188,131238,131259,131283,131302,131254,131397,131329,130895,129873,129127,128553,128008,127518,126881,126326,125547,125162,124888,124953,124924,125065,124862,124659,124688,125143,125782,126334,126809,126957,126938,126660,126749,127180,127884,128690,129169,129404,129498,129667,130275,131071,132211,133371,134359,134884,135289,135783,136514,137220,137893,138842,139542,140201,140314,140730,141289,142326,143276,143876,144781,145574,146503,146878,147649,148678,150135,151185,152186,152684,153460,154203,154567,155189,156234,157727,158747,159152,159386,159902,160347,161268,162379,164179,165788,166780,167080,167270,167821,168709,169761,170807,171899,172930,173293,173183,173036,173946,175049,176295,177164,178080,178919,179239,179840,180190,181592,182611,183950,184336,185018,185545,186257,186863,187446,188367,189029,189797,189991,190543
New York County,214760,215393,215991,215862,215656,215749,216270,217041,217879,219026,221118,223192,224712,225822,226886,228719,230598,232541,234561,236866,239381,241869,243438,244926,246284,248084,250658,254073,258123,261639,264600,266960,269478,271789,274402,277099,279974,282858,285713,289223,292989,297335,301182,304694,307471,310156,313766,317815,323017,328649,334682,339994,344282,348327,352790,358382,364879,371695,377963,384227,389548,394180,397220,400103,403628,408036,413103,418345,423261,428758,434138,439615,444689,448780,451899,453904,456388,459886,464138,468532,472979,477227,481863,486024,491094,498544,510765,524473,535798,542183,545833,549703,554105,557121,560833,564422,571288,576134,579719,584328,592891,607348,619793,628550,633660,641806,650387,664491,674690,685874,695496,705223,716273,725724,742746,759529,773538,788914,800424,806654,803639,805313,811571,815391,810695,795770,779651,769431,774195,771277,769092,762508,764701,767082,763007,764890,764064,768326,771628,773048,771378,768829,769981,771398,774121,767437,764473,755603,758219,768141,775207,781696,782486,788871,788751,789371,788498,791002,786800,776071,760443,742797,728762,720524,711598,704363,697351,694581,693458,692371,695411,706598,716369,724411,729739,730443,732383,733299,739250,744377,745846,748209,750812,752142,754875,757342,759660,762879,765672,766257,763834,759863,759684,760599,762125,762118,762353,763877,769284,770792,773917,778401,785667,792432,797631,802351,806751,813960,822361,830246,834647,842436,851143,861777,870542,882109,892383,904425,915342,924199,931812,938869,947609,953548,958953,964949,973722,979435,984965,986984,991817,995613,1001385,1006403,1011189,1018447,1022526,1023304,1021178,1022225,1026123,1028547,1028116,1026434,1026153,1025966,1024847,1022475,1024202,1027096,1025949,1021017,1016496,1019595,1025112,1033817,1034271,1035182,1037601,1040181,1041026,1038162,1046382,1053624,1062857,1063227,1063696,1061900,1067044,1074078,1078292,1078797,1073145,1069926,1061824,1058409,1051187,1047114,1042181,1037699,1031568,1023673,1017103,1013063,1013273,1013116
Philadelphia County,70050,69939,69838,69795,69722,69716,69710,69835,69979,70129,70218,70305,70403,70522,70624,70717,70735,70691,70617,70508,70378,70264,70241,70276,70280,70265,70295,70240,70451,70666,71019,71109,71262,71372,71555,71669,71841,71908,72025,72200,72318,72430,72441,72686,72880,73209,73515,73887,74227,74771,75249,75728,76005,76371,76797,77213,77661,78036,78403,78780,79234,79567,79854,80106,80517,80886,81223,81585,81990,82408,82790,83268,83727,84245,84699,85208,85662,86248,86989,87758,88457,89157,90018,90929,91893,92709,93559,94310,95104,96007,96970,97999,98945,99868,101037,101977,102941,103895,105277,106892,108667,110228,111638,113047,114915,117125,118852,120882,122766,125100,127013,129096,131453,133981,136459,138692,140418,141645,142861,143949,145482,146758,148401,149789,150827,151648,151958,152204,152621,153635,154532,155281,155272,155691,155938,156368,156313,155842,155729,155977,156501,156548,156738,156414,156156,155192,154233,152986,152038,151502,151295,150755,149883,148523,147308,146514,146293,146265,146139,146147,146325,146857,147013,147161,146929,147330,147615,147779,147774,147830,148096,147948,147323,145763,144256,142955,142152,141339,140767,140536,139816,138844,137385,136238,135330,135081,135035,134874,134571,133999,133314,132570,132078,131407,130838,130374,130244,130182,129873,129534,129150,129102,128896,128704,128889,129719,130759,131414,131719,131659,131810,132055,132483,132550,132795,132739,132133,131520,131098,131378,131299,131287,131295,131537,132128,132843,133459,134443,135590,136317,136404,136301,136847,137686,138087,138213,137340,137393,137639,137876,137919,138089,139274,140096,140906,141405,142273,143317,145044,145572,145769,145843,147089,148572,149664,150556,151357,152335,153865,155184,156585,157909,159959,162341,164197,165482,166373,167670,169021,170385,171325,172567,173735,175256,176336,177084,177705,178617,179811,180837,181800,182661,183413,183935,184271,184555
Alameda County,189671,189571,189322,189082,189026,189299,189941,190564,191305,191767,192613,193568,194841,196234,197671,199501,201106,202685,203841,205368,207270,209371,211512,213515,215538,217047,219044,221367,223809,226275,227871,229673,230694,232841,234973,237061,238351,239181,241190,241829,243865,245090,249905,253869,258640,262892,267454,271518,275816,282314,287338,293689,297845,304583,309513,315105,321065,325628,330312,336371,342999,348340,351408,354103,357010,358880,359710,360354,359818,359661,359463,359394,360732,362447,366877,370793,375430,379081,382721,385507,388278,390984,394485,396923,398871,399051,399630,400742,402358,403919,406582,411220,416264,422126,426369,432719,437969,445509,452182,460183,467351,476172,483725,492365,501034,510153,519115,526550,535694,544736,553520,559500,565417,570705,577469,580453,583495,582854,585894,587432,588269,586910,586019,585550,586182,585025,585375,584089,583320,581988,576480,572981,569862,567738,563327,560540,558110,556629,549031,543779,535169,531994,526229,519574,511041,504125,496690,489389,481397,473653,465694,455860,450191,443958,444371,444162,443742,439213,439782,438481,437316,434265,436780,442358,446921,450000,449831,449830,449737,452854,452447,450562,447035,444757,442225,439242,434725,431040,426959,423923,419126,412445,405331,404849,404803,406952,403508,399974,396476,393211,391542,389860,391565,395572,402216,405015,410026,413824,422419,430950,440835,451788,461117,473384,486039,501713,515584,527164,534573,540689,547635,557056,567411,575036,582668,585467,587192,584866,583197,585013,590343,596353,601473,606070,609853,613397,617234,625125,633493,640870,647530,654303,662985,674135,681664,685511,689631,697421,707119,709924,713344,717329,722270,724294,725162,723134,726848,730757,735129,736484,738276,744863,748052,751265,756672,764635,770972,780060,788055,799666,812255,824921,832646,837969,845943,855767,861841,866295,870837,873439,874489,874141,867859,859743,853676,850765,848246,844211,842065,840971,841392,842990,845723,848417,855731,865896
